blue,green,red,nir,swir1,swir2,blue_sd,green_sd,red_sd,nir_sd,swir1_sd,swir2_sd,NDWI,NDVI,NDTI,BR,GR,NBR,BG,MNDWI,pixelCount,clouds,pwater,qa,sat_5,sat_7,sat_8,type_Estuary,type_Facility,type_Lake,type_Stream,month_sin,month_cos,month_num
415.0,464.00000000000006,329.9999999999999,372.0,91.0,82.0,20.140866027855303,25.07334441780843,24.1912494746492,30.05675860202088,26.031123826824324,27.448732069979613,0.11004784688995223,0.05982905982906,-0.16876574307304806,1.257575757575758,1.4060606060606067,0.8963855421686747,0.8943965517241378,0.6720720720720722,138,11.0,98.0,68.0,True,False,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,5
506.0,624.0,537.0,578.0,537.0,383.0,113.78300149218876,120.72569684019652,132.5544939922862,172.78369159626337,142.00474266296715,117.35381701225974,0.03826955074875208,0.036771300448430494,-0.07493540051679587,0.9422718808193669,1.1620111731843576,1.1422924901185771,0.8108974358974359,0.07493540051679587,7,1.0,71.0,68.0,False,True,False,False,False,True,False,1.2246467991473532e-16,-1.0,6
393.9999999999999,477.9999999999999,346.99999999999983,339.9999999999999,128.0,110.99999999999996,23.838962363989506,22.485173689722785,25.877869445105976,28.661953741963675,23.40053319720229,26.63176272555608,0.16870415647921766,-0.010189228529839804,-0.1587878787878789,1.1354466858789627,1.3775216138328534,0.8629441624365481,0.8242677824267782,0.5775577557755774,137,14.0,98.0,68.0,True,False,False,False,False,False,True,1.2246467991473532e-16,-1.0,6
199.99999999999997,287.00000000000006,123.0,123.0,32.0,19.000000000000004,25.63334006401372,28.163907152416993,22.615523068249324,22.165155484387174,26.21341989044812,33.349380418651826,0.4000000000000001,0.0,-0.4000000000000001,1.6260162601626014,2.333333333333334,0.6150000000000001,0.6968641114982576,0.7993730407523512,136,6.0,98.0,68.0,True,False,False,True,False,False,False,-0.8660254037844384,-0.5000000000000004,8
639.0,770.0,458.0,442.0,322.0,221.0,13.5,27.5,0.0,51.0,17.0,0.0,0.2706270627062706,-0.017777777777777778,-0.254071661237785,1.3951965065502183,1.6812227074235808,0.6917057902973396,0.8298701298701299,0.41025641025641024,2,16.0,97.0,68.0,True,False,False,True,False,False,False,0.49999999999999994,0.8660254037844387,1
530.0,590.0,563.0,557.0,349.0,260.0,39.45707690909056,38.127699256803815,38.34715682718067,46.065755387754635,41.55952892471767,40.15605169403885,0.02877070619006103,-0.005357142857142857,-0.023417172593235037,0.9413854351687388,1.0479573712255772,1.0509433962264152,0.8983050847457628,0.2566560170394036,72,63.0,98.0,68.0,False,True,False,True,False,False,False,1.0,6.123233995736766e-17,3
801.0,1037.0,721.0,541.0,265.0,208.0,45.746588014198096,91.2575478263217,79.78662019351842,32.42517987998537,54.37976166007072,54.5683951620981,0.31432192648922685,-0.14263074484944532,-0.17974971558589306,1.1109570041608876,1.4382801664355063,0.6754057428214731,0.772420443587271,0.5929339477726574,63,1.0,98.0,68.0,True,False,False,True,False,False,False,0.8660254037844387,-0.49999999999999983,4
1118.0000000000005,1354.9999999999995,801.9999999999999,189.8595530236634,17.872521873961677,26.000000000000004,95.6601959833236,106.87572957422157,174.42765924660364,276.7155366565939,167.81761706374243,84.6607322054465,0.7542047720104232,-0.617164441387129,-0.2563745943439962,1.394014962593517,1.689526184538653,0.16982070932349136,0.8250922509225098,0.973963319114923,76,0.0,99.0,68.0,False,True,False,True,False,False,False,0.49999999999999994,0.8660254037844387,1
977.0,1034.0,831.9999999999999,942.0,491.0,378.00000000000006,29.21759075863989,30.59071490067642,32.430249886205466,40.02402827685163,62.29984342193649,62.40726453440069,0.0465587044534413,0.06200676437429544,-0.10825294748124337,1.1742788461538463,1.2427884615384617,0.9641760491299898,0.9448742746615088,0.3560655737704918,108,4.0,98.0,68.0,True,False,False,True,False,False,False,0.49999999999999994,-0.8660254037844387,5
860.0,907.0,731.0,955.0,214.0,118.0,25.543727105882525,32.49657983282296,40.313728131993344,79.46524876807956,82.58852381492224,58.88634058959038,-0.02577873254564984,0.132858837485172,-0.10744810744810745,1.1764705882352942,1.240766073871409,1.1104651162790697,0.948180815876516,0.6181980374665478,19,1.0,92.0,68.0,False,True,False,True,False,False,False,-0.8660254037844384,-0.5000000000000004,8
662.0,604.0,550.0,631.0,358.0,295.0,32.501499965386344,31.57130817688759,26.13732962641764,33.532223308334466,35.23762194019328,46.933223839834426,-0.02186234817813765,0.06858594411515664,-0.04679376083188908,1.2036363636363636,1.0981818181818181,0.9531722054380665,1.096026490066225,0.25571725571725573,20,53.0,97.0,68.0,True,False,False,False,False,True,False,0.8660254037844386,0.5000000000000001,2
389.0,475.0,384.0,337.0,299.0,242.0,98.0818224532334,114.17400625231518,122.49727748157429,115.41898387238744,114.5477419471252,96.64049596071833,0.16995073891625614,-0.0651872399445215,-0.10593713620488941,1.0130208333333333,1.2369791666666667,0.8663239074550129,0.8189473684210526,0.22739018087855298,27,0.0,99.0,68.0,False,True,False,False,False,False,True,0.49999999999999994,-0.8660254037844387,5
392.0,569.0,450.0,561.0,132.0,92.0,10.392304845413266,23.5,19.0,36.4828726939094,72.66145814666808,28.99137802864845,0.007079646017699115,0.10979228486646884,-0.11678115799803729,0.8711111111111111,1.2644444444444445,1.4311224489795917,0.6889279437609842,0.62339514978602,4,11.0,86.0,68.0,True,False,False,False,False,False,True,-1.0,-1.8369701987210297e-16,9
247.0,371.0,211.0,145.0,67.0,19.0,23.19922588434044,24.33813204010948,29.41893816748825,23.833702009421913,35.05570558883483,37.230909061815304,0.437984496124031,-0.1853932584269663,-0.27491408934707906,1.1706161137440758,1.7582938388625593,0.5870445344129555,0.6657681940700808,0.6940639269406392,21,0.0,93.0,68.0,True,False,False,False,False,False,True,-0.8660254037844386,0.5000000000000001,10
498.9999999999999,664.0000000000001,474.3143654114366,403.0,234.00000000000003,181.99999999999997,31.0001302023455,46.109448813028024,59.51535940020144,51.72758752017732,52.85921403063529,49.00864470923295,0.24461105904404884,-0.08128712833511179,-0.16663730191967033,1.0520448807557201,1.399915432508614,0.807615230460922,0.7515060240963852,0.4788418708240535,105,0.0,98.0,68.0,False,True,False,False,False,True,False,-0.4999999999999998,-0.8660254037844388,7
